annual_sales_quant,avg_sales_price,category,color,condition,description,highest_bid,lowest_ask,product_title,release_date,retail_price,style,ticker,year_high,year_low,,
13,2064,handbags,,Pre-Owned: Excellent,,1502,2350,Louis Vuitton x Supreme Chain Wallet Epi Red,,855,, LV-SCWESRD,2305,1750,,
13,759,handbags,,Pre-Owned: Excellent,,573,1500,Louis Vuitton Initials Shape Belt Monogram 40MM Red,,715,, LV-BIME40MM-R,950,500,,
12,4091,handbags,,Pre-Owned: Excellent,,3000,3999,Louis Vuitton Onthego Monogram Giant Green/Lilac,,2440,, LV-OTGTGMGL,6500,3000,,
14,6211,handbags,,Pre-Owned: Excellent,"From Louis Vuitton’s highly anticipated Fall/Winter ‘19 collection, the mesmerizing GM Prism Christopher backpack features a holographic LV monogram against an iridescent PVC material and matted, white hardware.",4500,5395,Louis Vuitton Christopher Backpack Monogram GM Prism,,5150,, LV-CTRBMGMP,6799,5200,,
20,2463,handbags,,Pre-Owned: Excellent,,1920,2800,Louis Vuitton Neverfull Monogram Giant MM Khaki Green/Beige Lining,,1750,, LV-NGMMMKGB,2850,2058,,
17,1236,handbags,,Pre-Owned: Excellent,,853,1210,Gucci Backpack L'Aveugle Par Amour Embroidered Techno Canvas Red,,2250,, G-BTCEWDRMP,1451,1000,,
16,2121,handbags,,Pre-Owned: Excellent,,1550,1950,Louis Vuitton Palm Springs Monogram PM Brown,,1810,, LV-PSMPMBW,2300,1800,,
15,2165,handbags,,Pre-Owned: Excellent,,1528,2200,Louis Vuitton PM Danube Monogram Vivienne Eclipse Black,,1870,, LV-PMDMVEBK1,2490,1800,,
20,2268,handbags,,Pre-Owned: Excellent,,1728,2600,Louis Vuitton Palm Springs Reverse Monogram Mini Brown,,2000,, LV-RPSMMBW,2599,1910,,
13,3705,handbags,,Pre-Owned: Excellent,,2620,3500,Louis Vuitton Keepall Bandouliere Monogram 50 Blue,,3450,, LV-KME50-BL,4650,2800,,
10,396,handbags,,Pre-Owned: Excellent,,320,423,Gucci Double G Brass Buckle Leather Belt 1 Width Black,,450,, G-GGBBLB1WB,439,330,,
17,1125,handbags,,Pre-Owned: Excellent,,850,1100,Louis Vuitton x Supreme Initiales Belt 40 MM Monogram Brown Gold,,,, LV-XSIB40MMBGD,2500,500,,
18,1331,handbags,,Pre-Owned: Excellent,,1040,1700,Louis Vuitton Neverfull Monogram MM Cerise Lining,,1570,, LV-NNMMCC,1550,1060,,
16,421,handbags,,Pre-Owned: Excellent,,228,460,Louis Vuitton Pochette Accessoires Damier Ebene Mini Brown,,420,, LV-PADEMBW,499,350,,
17,5892,handbags,,Pre-Owned: Excellent,,5600,7900,Louis Vuitton Keepall Monogram Bandouliere 50 Black,,4600,, LV-KME50-B,7999,4400,,
16,2101,handbags,,Pre-Owned: Excellent,"The Louis Vuitton Alpha Monogram messenger bag is the ultimate everyday bag for the ultra stylish man. Part of the LV Spring/Summer 2019 pre-collection, With a compact feel, this bag features a Monogram Galaxy coated canvas with a cowhide-leather trim and textile lining. Black hardware covers the zippers as well as the zipped closure system. The bag also includes a black shoulder strap for convenience and comfort. A flat back pocket is featured on the exterior as well as two interior flat pockets. The “Louis Vuitton Paris” rubber patch adds a finishing touch to the design’s intergalactic theme.",1260,1999,Louis Vuitton Messenger Alpha Monogram Galaxy Black Multicolor,,1880,, LV-MSN-AMGBMC,2498,1550,,
10,1447,handbags,,Pre-Owned: Excellent,,800,1476,Louis Vuitton Pochette Double Zip Monogram Giant Jungle Black Multicolor,,1030,, LV-GMJPDZBM,1573,1200,,
17,717,handbags,,Pre-Owned: Excellent,,661,920,Gucci GG Marmont Belt Bag Matelasse Black,,1150,, G-MBBMGLBK,850,618,,
20,2862,handbags,,Pre-Owned: Excellent,,2579,3298,Louis Vuitton Onthego Monogram Giant Khaki Green/White,,2440,, LV-OTGTGMKGW,3495,2500,,
19,7742,handbags,,Pre-Owned: Excellent,,7615,9095,Louis Vuitton x Supreme Keepall Bandouliere Epi 45 Red,,3650,, LV-SUPKP45-RD,9500,6226,,
14,755,handbags,,Pre-Owned: Excellent,,732,985,Louis Vuitton Toiletry Pouch Monogram Giant Khaki Green/Beige,,,, LV-TPMGKGB,949,625,,
18,844,handbags,,Pre-Owned: Excellent,,608,,Louis Vuitton Speedy Damier Ebene (Without Accessories) 30 Brown,,970,, LV-SDE30BW,1045,638,,
12,1835,handbags,,Pre-Owned: Excellent,,1562,1999,Louis Vuitton x Supreme Chain Wallet Epi Black,,855,, LV-SCWESBK,2888,1301,,
22,1128,handbags,,Pre-Owned: Excellent,,902,1184,Louis Vuitton Pochette Kirigami Monogram Giant Khaki Green/Beige,,850,, LV-PKGMKGB,1250,950,,
15,902,handbags,,Pre-Owned: Excellent,"Dior x Kim Jones: What’s the first thing Kim Jones does after being appointed Dior's Homme director? He teams up with legendary artist, Brian “KAWS” Donnelly. The Brooklyn artist takes on Dior’s logo and bee design, giving a new interpretation of the brand. Even though Jones’ capsule collection holds a modern theme, there is no lack in reference and respect to the history of Dior's aesthetic. So if you are a fan of both luxury and art, StockX has got you covered!",700,995,Dior x Kaws Belt Bag Blue Logo Nylon Black,,870,, D-DXKWBNBLB,1350,550,,
12,9623,handbags,,Pre-Owned: Excellent,,6500,6500,Louis Vuitton x Supreme Christopher Backpack Epi PM Red,,3900,, LV-SCBESPMRD,11999,6600,,
20,3948,handbags,,Pre-Owned: Excellent,,2905,4100,Louis Vuitton x Supreme Danube Epi PM Black,,2410,, LV-SUPDBE-PMBLK,4690,3000,,
17,2147,handbags,,Pre-Owned: Excellent,,1600,2304,Louis Vuitton x Supreme Slender Wallet Epi Black,,700,, LV-SEWESBK,2800,1551,,
5,1370,handbags,,Pre-Owned: Excellent,,990,2238,Saint Laurent Envelope Grain de Poudre Large Black,,,, SLP-EGDPLBK,1550,1252,,
15,4314,handbags,,Pre-Owned: Excellent,,3125,3900,Louis Vuitton Keepall Bandouliere Monogram 50 Red,,3450,, LV-KME50-R,5900,3100,,
19,860,handbags,,Pre-Owned: Excellent,,700,1400,Louis Vuitton x Supreme Dice Key Chain Brass,,1000,, LV-SUPDKC-BRS,1300,550,,
21,314,handbags,,Pre-Owned: Excellent,,300,400,Gucci Leather Belt Interlocking G Matte Black Buckle Navy Blue,,,, G-IGB-BN,453,211,,
6,2395,handbags,,Pre-Owned: Excellent,,1500,2699,Chanel Grand Shopping Tote Quilted Caviar Gold-tone Black,,2900,, C-STQGBCGT,2650,2250,,
8,619,handbags,,Pre-Owned: Excellent,,500,,Goyard Saint Pierre Wallet Goyardine Black/Tan,,580,, GY-SPBBCWLT,828,450,,
6,1354,handbags,,Pre-Owned: Excellent,,1400,,Louis Vuitton Keepall Bandouliere Monogram Macassar (Without Accessories) 55 Brown/Black,,1840,, LV-KB55MMCLBB,1750,1025,,
8,1031,handbags,,Pre-Owned: Excellent,,750,1220,Louis Vuitton Neverfull Monogram (Without Pouch) MM Pivoine Lining,,1200,, LV-NMNMP,1193,890,,
19,2872,handbags,,Pre-Owned: Excellent,,2208,2875,Louis Vuitton Speedy Bandouliere Monogram Giant 30 Red/Pink,,1910,, LV-SBGM30RP,3925,2418,,
14,840,handbags,,Pre-Owned: Excellent,,701,1700,Louis Vuitton x fragment Multiple Wallet Monogram Eclipse Black,,600,, LV-FRGMNTMW-BK,1000,701,,
5,172,handbags,,Pre-Owned: Excellent,,180,,Gucci Interlocking G Belt Supreme GG Striped Leather Dark Brown/Beige,,,, G-IGBSGGSL-DBR,250,140,,
9,829,handbags,,Pre-Owned: Excellent,,,949,Gucci Backpack Zip Top GG Supreme Web Detail,,2250,, G-BZTGGSWDBBST,950,610,,
10,1421,handbags,,Pre-Owned: Excellent,,,1500,Louis Vuitton Neo Neverfull Damier Ebene GM Cerise Lining,,1340,, LV-NNMDEGMBW,1700,1118,,
22,615,handbags,,Pre-Owned: Excellent,,451,587,Goyard Slot Wallet Victoire Companion Goyardine Blue,,650,, GY-SWMC-BL,1000,485,,
7,292,handbags,,Pre-Owned: Excellent,,244,,Louis Vuitton Folio Case iPhone X Monogram Eclipse Gray/Black,,395,, LV-FCIXMETCGYBK,325,250,,
9,310,handbags,,Pre-Owned: Excellent,,203,314,Gucci Card Case GG Supreme Bee Print Black/Beige,,290,, G-WCCGGBPCLBB,450,250,,
8,253,handbags,,Pre-Owned: Excellent,,88,336,Louis Vuitton Bracelet Nano Monogram,,,, LV-BNMC,292,190,,
15,563,handbags,,Pre-Owned: Excellent,,488,647,Louis Vuitton Belt LV Initiales Reversible 1.5 Width Monogram Noir Black/Brown,,495,, LV-BLVIRM15NBBW,810,400,,
8,442,handbags,,Pre-Owned: Excellent,,,400,Louis Vuitton Wallet Victorine Monogram Brown/Rose Ballerine,,480,, LV-WVM-BRB,570,311,,
14,747,handbags,,Pre-Owned: Excellent,,440,800,Gucci Belt Bag Neo Vintage Monogram GG Supreme Web Brown,,,, G-BBNVMGSWBW,875,450,,
5,506,handbags,,Pre-Owned: Excellent,,501,1070,Prada Vela Backpack Nero Black,,,, P-BVSNNB,700,355,,
14,640,handbags,,Pre-Owned: Excellent,,350,950,Gucci Waist Bag GG Supreme Web Strap Beige,,495,, G-WBMGGWS,900,360,,
10,436,handbags,,Pre-Owned: Excellent,,450,590,Louis Vuitton Wallet Clemence Monogram Fuchsia,,,, LV-WCMTCFS,659,275,,
14,1139,handbags,,Pre-Owned: Excellent,,718,1330,Louis Vuitton Favorite Damier Ebene PM Brown,,805,, LV-FDEPMBW,1540,850,,
23,380,handbags,,Pre-Owned: Excellent,,150,450,Louis Vuitton Pochette Insert Kirigami Monogram Large Rose Ballerine,,560,, LV-PIKLMTCRSB,529,320,,
20,2429,handbags,,Pre-Owned: Excellent,,2451,2995,Louis Vuitton Neverfull Monogram Giant Jungle (Without Pouch) MM Black/Caramel,,1750,, LV-MGJNFMMBMC,2849,2100,,
14,1070,handbags,,Pre-Owned: Excellent,This Gucci Ophidia shoulder bag features the iconic interlocking “GG” logo and gold-tone pendant against a beige canvas. Gucci’s classic red and green stripe covers the front exterior along with brown leather detailing.,718,1231,Gucci Ophidia GG Web Shoulder Small Beige,,1390,, G-OGGWSSBG,1300,700,,
27,961,handbags,,Pre-Owned: Excellent,,850,1150,Gucci Courrier Messenger GG Supreme Brown,,1350,, G-CMGSBW,1200,735,,
6,105,handbags,,Pre-Owned: Excellent,,75,300,MCM iPhone X Case Visetos Berlin Silver,,140,, MCM-IPXCVBS,121,75,,
27,1213,handbags,,Pre-Owned: Excellent,,435,1250,Louis Vuitton Neo Neverfull Monogram MM Beige Lining,,1570,, LV-NNMM,1450,800,,
33,522,handbags,,Pre-Owned: Excellent,,400,850,MCM Stark Backpack Visetos Side Studs Medium Black,,825,, MCM-SSSBM-B,667,380,,
7,649,handbags,,Pre-Owned: Excellent,,361,597,Saint Laurent College Flap Wallet Matelasse Large Black,,725,, SLP-WLTBG,800,540,,
3,502,handbags,,Pre-Owned: Excellent,"From Louis Vuitton’s highly anticipated Fall/Winter ‘19 collection, and under the creative minds of both Virgil Abloh and Nicolas Ghesquière, the Taiga Pocket Organizer features a black, Taiga, leather and rainbow border design.",350,479,Louis Vuitton Pocket Organizer Taiga Black/Rainbow,,445,, LV-POTBLKRNB,559,400,,
21,1488,handbags,,Pre-Owned: Excellent,,1190,,Louis Vuitton Keepall Bandouliere Monogram Eclipse 45 Black/Grey,,1800,, LV-KBWAME45GYBK,2222,1110,,
25,266,handbags,,Pre-Owned: Excellent,,191,250,Gucci Bifold Wallet GG Monogram Beige/Ebony,,,, G-SMGGBEBFW,320,200,,
17,1287,handbags,,Pre-Owned: Excellent,,1058,,Louis Vuitton Neverfull Monogram MM Pivoine Lining,,1320,, LV-NNMMP,1500,900,,
11,609,handbags,,Pre-Owned: Excellent,,375,,Gucci Messenger Monogram GG Web Strap Small Black,,690,, G-MSMGNCBK,750,400,,
3,4929,handbags,,Pre-Owned: Excellent,,4300,5300,Louis Vuitton Keepall Bandouliere Monogram Mesh 50 Pink,,4150,, LV-KPLBMM50P,5286,4500,,
5,627,handbags,,Pre-Owned: Excellent,"Wondering what else Virgil Abloh is up to at Louis Vuitton these days? Just dropping legendary collections such as the Men’s Spring Summer 2019 Taigarama Collection. Abloh throws bright colors onto classic pieces and mixes them up with the signature Monogram canvas; this combination is how the luxury brand stays at the front line as menswear fashion evolves. If you’re looking to brighten up and solidify your daily fit, check out the collection on StockX.",535,809,Louis Vuitton LV Initiales Reversible Belt Monogram Eclipse Taiga 40MM White,,635,, LV-IRBMET40MMW,789,440,,
34,498,handbags,,Pre-Owned: Excellent,,395,550,Goyard Saint Sulpice Card Case Goyardine Green,,590,, GY-CCSSCHG,650,400,,
4,3185,handbags,,Pre-Owned: Excellent,,600,2022,Louis Vuitton Chalk Sling Bag Monogram Logo Story White,,2180,, LV-CSBMLSW,3999,1983,,
8,91,handbags,,Pre-Owned: Excellent,,76,110,MCM Card Case Coburg Logo Strip Mini Luft Blue,,140,, MCM-CCCLSM-LB,105,75,,
5,5186,handbags,,Pre-Owned: Excellent,,2876,5999,Louis Vuitton x Supreme Danube Epi PPM Red,,1710,, LV-SUPDBE-PPMRD,5500,4732,,
5,709,handbags,,Pre-Owned: Excellent,,769,1025,Gucci GG Marmont Belt Bag Matelasse Hibiscus Red,,1100,, G-WPMBMHRD,1100,520,,
25,2790,handbags,,Pre-Owned: Excellent,"Released as a part of Kim Jones’ collection for pre-fall 2018, this Louis Vuitton Apollo backpack features a coated canvas with the iconic LV monogram in navy and white contrasted by a pop of bright coral pink and an oversized upside down LV logo. Coral toned hardware accompanies the coral LV logo and gives this bag an unexpected touch. ",1601,2998,Louis Vuitton Apollo Backpack Monogram Upside Down Ink Navy,,2410,, LV-ABMUDINV1,3480,2100,,
3,616,handbags,,Pre-Owned: Excellent,,328,621,Louis Vuitton Zippy Coin Purse Monogram Giant Jungle Black Multicolor,,470,, LV-GMJZCPBMC,650,599,,
13,593,handbags,,Pre-Owned: Excellent,,295,600,MCM Stark Backpack Visetos Logo Stripe Medium Cognac/Red,,790,, MCM-SBVLSMCRD,649,420,,
19,466,handbags,,Pre-Owned: Excellent,,320,622,Louis Vuitton Multiple Wallet Damier Graphite Black/Grey,,490,, LV-MWDGCBKGY,593,350,,
5,2174,handbags,,Pre-Owned: Excellent,,1700,2160,Louis Vuitton Camera Bag Monogram Titanium,,2250,, LV-CMRBGMTCC,2495,1950,,
6,1310,handbags,,Pre-Owned: Excellent,,1298,1599,Louis Vuitton Noe Monogram Nano Brown,,955,, LV-NMGN-BR,1480,930,,
6,1344,handbags,,Pre-Owned: Excellent,,985,850,Louis Vuitton Signature Belt Monogram Chain MCA 35MM Orange,,990,, LV-VASBMCMCAO,2000,900,,
4,644,handbags,,Pre-Owned: Excellent,"Wondering what else Virgil Abloh is up to at Louis Vuitton these days? Just dropping legendary collections such as the Men’s Spring Summer 2019 Taigarama Collection. Abloh throws bright colors onto classic pieces and mixes them up with the signature Monogram canvas; this combination is how the luxury brand stays at the front line as menswear fashion evolves. If you’re looking to brighten up and solidify your daily fit, check out the collection on StockX.",420,590,Louis Vuitton Multiple Wallet Monogram Pacific Taiga Blue,,540,, LV-MWMPTB,710,560,,
6,1765,handbags,,Pre-Owned: Excellent,,1250,1480,Louis Vuitton Discovery Bumbag Monogram Eclipse Black,,1710,, LV-DBMEB,2065,1550,,
4,3886,handbags,,Pre-Owned: Excellent,,1863,3285,Louis Vuitton Steamer Monogram PM Brown/Black,,3850,, LV-SMPM-BB,5345,2500,,
4,737,handbags,,Pre-Owned: Excellent,"Wondering what else Virgil Abloh is up to at Louis Vuitton these days? Just dropping legendary collections such as the Men’s Spring Summer 2019 Taigarama Collection. Abloh throws bright colors onto classic pieces and mixes them up with the signature Monogram canvas; this combination is how the luxury brand stays at the front line as menswear fashion evolves. If you’re looking to brighten up and solidify your daily fit, check out the collection on StockX.",620,995,Louis Vuitton LV Initiales Reversible Belt Monogram Cobalt Taiga 40MM Blue,,635,, LV-IRBMCT40MMB,788,655,,
7,5671,handbags,,Pre-Owned: Excellent,,4976,7299,Louis Vuitton Christopher Monogram Empreinte Black,,,, LV-CME-B,6399,4500,,
34,520,handbags,,Pre-Owned: Excellent,,501,750,MCM Stark Backpack Visetos Gunta M Stripe Cognac,,820,, MCM-SBVGMSCO,750,400,,
6,3659,handbags,,Pre-Owned: Excellent,Virgil Abloh’s highly anticipated debut as the men’s art director for LV’s Spring Summer 2019 collection is finally here. The Louis Vuitton Keepall 50 features the classic monogram print in a coated calfskin canvas with matte black detailing and piping. Bright orange and black matted chain links are latched onto the handle and to the cross body for a cool take on the classic duffle.,2800,3630,Louis Vuitton Keepall Bandouliere Black-tone 50 Brown,,3850,, LV-KMC50-BR,5090,3000,,
4,1115,handbags,,Pre-Owned: Excellent,,747,1300,Louis Vuitton Pochette Double Zip Monogram Giant Red/Pink,,1030,, LV-PDZGMRP,1569,905,,
7,2855,handbags,,Pre-Owned: Excellent,,2100,2999,Louis Vuitton Onthego Monogram Giant Reverse Brown,,2440,, LV-OTGMGRB,3149,2250,,
5,663,handbags,,Pre-Owned: Excellent,,410,1000,Gucci Chain Wallet Monogram GG Supreme Blooms Antique Rose,,940,, G-WCMGSBCARS,1020,500,,
8,856,handbags,,Pre-Owned: Excellent,,900,940,Louis Vuitton LV Shape Belt Monogram 40MM Prism,,760,, LV-SBM40MMP,1250,400,,
6,3538,handbags,,Pre-Owned: Excellent,,2800,3990,Chanel Classic Double Flap Quilted Caviar Silver-tone Jumbo Black,,5500,, C-CDFQJBKCS,4000,3000,,
5,4240,handbags,,Pre-Owned: Excellent,,2800,4000,Louis Vuitton Keepall Bandouliere Metallic Monogram 50 Silver,,,, LV-KPL-BND50MS,4800,3800,,
7,344,handbags,,Pre-Owned: Excellent,,280,448,Louis Vuitton Neogram Belt Damier Graphite 30MM Grey/Black,,385,, LV-NBDG30MMGB,492,215,,
6,2200,handbags,,Pre-Owned: Excellent,,1258,2400,Louis Vuitton Backpack Palm Springs Monogram Reverse PM,,1995,, LV-PSPMMRB,3050,1800,,
6,6573,handbags,,Pre-Owned: Excellent,,5200,6800,Louis Vuitton x Supreme Danube Epi PM Red,,2410,, LV-SUPDBE-PMRD,7450,5500,,
7,414,handbags,,Pre-Owned: Excellent,,300,484,Louis Vuitton Toiletry Pouch Monogram 19 Brown,,500,, LV-TPM19BW,479,365,,
1,355,handbags,,Pre-Owned: Excellent,,350,525,Louis Vuitton Wallet Zippy Organizer Damier Graphite,,995,, LV-ZODGB,355,355,,
8,2906,handbags,,Pre-Owned: Excellent,,1321,3090,Louis Vuitton Keepall Bandouliere Monogram Satellite 50 Silver,,2390,, LV-KPL-B50MGSS,3300,2600,,
7,4421,handbags,,Pre-Owned: Excellent,"From Louis Vuitton’s highly anticipated Fall/Winter ‘19 collection, the Keepall Bandouliere 50 features a LV monogram print against a black mesh material, leather detailing, and black hardware.",3286,4849,Louis Vuitton Keepall Bandouliere Monogram Mesh 50 Black,,4150,, LV-KPLBM50NR,4650,4099,,
1,1150,handbags,,Pre-Owned: Excellent,,515,,Chloe Faye Backpack Smooth/Suede Mini Black,,1490,, CHL-FBSSM-B,1150,1150,,
1,1425,handbags,,Pre-Owned: Excellent,"Wondering what else Virgil Abloh is up to at Louis Vuitton these days? Just dropping legendary collections such as the Men’s Spring Summer 2019 Taigarama Collection. Abloh throws bright colors onto classic pieces and mixes them up with the signature Monogram canvas; this combination is how the luxury brand stays at the front line as menswear fashion evolves. If you’re looking to brighten up and solidify your daily fit, check out the collection on StockX.",1015,2149,Louis Vuitton Outdoor Bumbag Monogram Bahia Taiga Yellow,,1620,, LV-OBMBTY,1425,1425,,
1,780,handbags,,Pre-Owned: Excellent,,550,,Chloe Drew Bijou Nano Fuchsia Rose,,1590,, CHL-DBJNFCRS,780,780,,
1,3400,handbags,,Pre-Owned: Excellent,,1500,4699,Louis Vuitton Backpack Monogram Titanium GM Grey,,3400,, LV-BMGMGY,3400,3400,,
1,276,handbags,,Pre-Owned: Excellent,,115,280,OFF-WHITE Quote Passport Wallet Orange Black,,260,, OFF-QTPPWOB,276,276,,
1,1000,handbags,,Pre-Owned: Excellent,,450,,Gucci Soho Chain Zip Shoulder Bag Small Red,,1650,, G-SHCHZSBSMR,1000,1000,,
1,295,handbags,,Pre-Owned: Excellent,,125,,Louis Vuitton Key Holder Multicles 4 Monogram Vernis Cerise Cherry,,305,, LV-KHM4MVCC,295,295,,
1,385,handbags,,Pre-Owned: Excellent,,380,,Chanel Classic Flap Wallet Quilted Lambskin Silver-tone Small Pink,,975,, C-CFWDSTSPK,385,385,,
1,1850,handbags,,Pre-Owned: Excellent,,500,,Chanel Shopping Tote Quilted Petite Black,,2200,, C-SHPTQ-CVR-BLK,1850,1850,,
7,507,handbags,,Pre-Owned: Excellent,,440,500,Louis Vuitton Initiales Belt Taiga Ardoise,,575,, LV-INITBBMB,688,250,,
1,660,handbags,,Pre-Owned: Excellent,,200,672,OFF-WHITE Double Pouch Patent Yellow Black,,755,, OFF-DPPYLBK,660,660,,
7,466,handbags,,Pre-Owned: Excellent,"Wondering what else Virgil Abloh is up to at Louis Vuitton these days? Just dropping legendary collections such as the Men’s Spring Summer 2019 Taigarama Collection. Abloh throws bright colors onto classic pieces and mixes them up with the signature Monogram canvas; this combination is how the luxury brand stays at the front line as menswear fashion evolves. If you’re looking to brighten up and solidify your daily fit, check out the collection on StockX.",296,370,Louis Vuitton iPhone Case Monogram Eclipse XS Black,,375,, LV-IPCMEXSB,608,400,,
2,238,handbags,,Pre-Owned: Excellent,,205,,Gucci Interlocking G Belt Monogram Web Black/Green/Red,,360,, G-BIGWCCBKGNRD,275,202,,
1,375,handbags,,Pre-Owned: Excellent,,330,674,Louis Vuitton Bag Charm and Key Holder Monogram Giant Jungle Black Multicolor,,335,, LV-GMJBCKHBL,375,375,,
2,655,handbags,,Pre-Owned: Excellent,,575,1495,Gucci Dionysus Shoulder Bag Snake Embellished Mini White/Red/Blue,,2890,, G-DSSEM-WRB,710,600,,
1,1000,handbags,,Pre-Owned: Excellent,,300,,Louis Vuitton Vivienne Bag Charm and Key Holder Monogram Giant Red/Pink,,625,, LV-VBCKHGMRP,1000,1000,,
3,3067,handbags,,Pre-Owned: Excellent,,1155,4000,Goyard Alpin Backpack Goyardine Black,,4300,, GY-ABGBLK,3500,2800,,
2,775,handbags,,Pre-Owned: Excellent,,850,,Louis Vuitton Pochette Accessoires Monogram Multicolore Black,,700,, LV-PAMMBK,1000,550,,
1,300,handbags,,Pre-Owned: Excellent,,210,699,Louis Vuitton Agenda Cover Medium Ring Monogram With Accessories Brown,,605,, LV-ACMRMWABW,300,300,,
1,2275,handbags,,Pre-Owned: Excellent,,1800,,Louis Vuitton x Yayoi Kusama Neverfull Monogram Waves (Without Pouch) MM Red,,2500,, LV-NKWMMRD,2275,2275,,
1,738,handbags,,Pre-Owned: Excellent,,335,1119,OFF-WHITE Fannypack Diag Black White Yellow,,985,, OFF-FPDBKWY,738,738,,
2,1290,handbags,,Pre-Owned: Excellent,,100,,Louis Vuitton Alma Epi PM Red,,6050,, LV-HAE-PMSR,1475,1105,,
8,206,handbags,,Pre-Owned: Excellent,,160,240,Gucci Signature Belt Guccissima Embossed Silver Black,,,, G-SBGE-SB,280,100,,
2,149,handbags,,Pre-Owned: Excellent,,110,150,Louis Vuitton Folio Case Eclipse Monogram iPhone 7 Gray,,805,, LV-FCEM-I7G,208,90,,
9,856,handbags,,Pre-Owned: Excellent,,800,1200,Louis Vuitton Brazza Wallet Hinge Monogram Solar Ray Orange Brown,,915,, LV-BWMO-BR,988,650,,
2,555,handbags,,Pre-Owned: Excellent,,395,799,Gucci Joy Tote MicroGuccissima Large Pink,,1299,, G-JYTMCLPNK,560,550,,
3,266,handbags,,Pre-Owned: Excellent,,,225,OFF-WHITE Arrows Tote Bag Silver White,,275,, OFF-ATBSVWH,315,180,,
1,75,handbags,,Pre-Owned: Excellent,,,125,Comme des Garcons SA710EB Wallet Classic Embossed B Brown,,255,, CDG-SA710EBECBR,75,75,,
3,441,handbags,,Pre-Owned: Excellent,,350,467,Dior Set of J'aDior Bracelets Woven Navy,,420,, D-SJDBWNVY,462,399,,
,,handbags,,Pre-Owned: Excellent,,290,1119,Louis Vuitton Belt LV Initiales Damier Mini Noir Black,,635,, LV-BLIDMS15CNB,,,,
2,271,handbags,,Pre-Owned: Excellent,,180,286,"OFF-WHITE Bold Quote Card Holder ""FOR CARDS"" Black",,260,, OFF-BQCHFCBK,272,269,,
2,1075,handbags,,Pre-Owned: Excellent,,510,,Louis Vuitton Wallet Slender Monogram Pacific Outdoor Blue,,,, LV-WSMPOCBLU,1099,1050,,
,,handbags,,Pre-Owned: Excellent,,4000,5499,Louis Vuitton Keepall Bandouliere Monogram Mesh 50 Yellow,,4150,, LV-KPLBMM50Y,,,,
,,handbags,,Pre-Owned: Excellent,,1480,4368,Louis Vuitton Chain Links Patches Necklace Blue Multicolor,,3700,, LV-CHLPNSBLM,,,,
3,972,handbags,,Pre-Owned: Excellent,,855,1100,OFF-WHITE Binder Clip Bag Diag Mini White Black Yellow,,910,, OFF-BCBDMWHBKYL,1099,900,,
3,217,handbags,,Pre-Owned: Excellent,,115,,Louis Vuitton Card Holder Voyages ,,215,, LV-CHVVB,230,190,,
,,handbags,,Pre-Owned: Excellent,,900,1980,Louis Vuitton Duffle Bag Monogram Brown,,2280,, LV-DFFLBMGB,,,,
1,1222,handbags,,Pre-Owned: Excellent,,275,,Louis Vuitton Vivienne Bag Charm and Key Holder Monogram Giant Jungle Black Multicolor,,625,, LV-GMJVBCKHB,1222,1222,,
,,handbags,,Pre-Owned: Excellent,,1000,2300,Louis Vuitton Pochette Volga Monogram Rouge,,1940,, LV-PVME-R,,,,
3,515,handbags,,Pre-Owned: Excellent,,365,,MCM Stark Backpack Visetos Side Studs Medium Berlin Silver,,940,, MCM-SBVSS-BS,550,495,,
,,handbags,,Pre-Owned: Excellent,,850,1250,Louis Vuitton Messenger Duomo Damier Ebene,,1650,, LV-DDECB,,,,
,,handbags,,Pre-Owned: Excellent,,4429,4429,Louis Vuitton ArtyCapucines Alex Israel PM Multicolor,,8600,, LV-ARTYCAIPM,,,,
1,2160,handbags,,Pre-Owned: Excellent,,1467,2099,Louis Vuitton Pochette Volga Monogram Yellow,,1940,, LV-PVME-J,2160,2160,,
,,handbags,,Pre-Owned: Excellent,,300,1625,Louis Vuitton Trocadero Monogram Empreinte,,2880,, LV-TMEC,,,,
3,781,handbags,,Pre-Owned: Excellent,"Dior x Kim Jones: What’s the first thing Kim Jones does after being appointed Dior's Homme director? He teams up with legendary artist, Brian “KAWS” Donnelly. The Brooklyn artist takes on Dior’s logo and bee design, giving a new interpretation of the brand. Even though Jones’ capsule collection holds a modern theme, there is no lack in reference and respect to the history of Dior's aesthetic. So if you are a fan of both luxury and art, StockX has got you covered!",250,995,Dior x Kaws Pouch Pink Logo Nylon Black,,900,, D-DXKPNPLB,1000,500,,
,,handbags,,Pre-Owned: Excellent,"From Louis Vuitton’s highly anticipated Fall/Winter ‘19 collection, and under the creative minds of both Virgil Abloh and Nicolas Ghesquière, the 40 MM Initiales Reversible Eclipse belt features a Taiga leather and rainbow “LV” pendant.",500,809,Louis Vuitton LV Initiales Reversible Belt Monogram Eclipse Taiga 40MM Rainbow,,715,, LV-IRBT40MMR,,,,
1,8000,handbags,,Pre-Owned: Excellent,,4200,6800,Louis Vuitton Soft Trunk Backpack Monogram MCA Orange,,6050,, LV-VASTBMMCAO,8000,8000,,
